
                  X                 S11                S12                S13                S22                S23                S33                SP1                SP2                SP3              SDV_Seq            SDV_Svm             SDV_D            SDV_TRIAX           SDV_LODE           SDV_EQPS         SDV_EQPSdot           SDV_T                U2                RF2                RF2L          U2_EXT_X05_Y1  
                7.41427          270.033              4.87688           15.4293E-03         5.00922          -36.4781E-03         3.71628            3.71516            4.92063          270.123            265.807            265.807              0.               349.575E-03        992.499E-03          0.                 1.E-03            25.                 1.42556E-03      -24.2651            24.5751           173.122E-06  
                7.49403          273.542              5.01399           14.6448E-03         5.13978          -45.1802E-03         4.36904            4.366              5.04919          273.636            268.929            268.929              1.36256E-06      350.838E-03        995.798E-03         13.238E-06          1.E-03            25.                 1.45799E-03      -24.831             24.9876           176.623E-06  
                7.5738           278.189              5.13369           16.2666E-03         5.26905          -47.8968E-03         5.70049            5.16816            5.70486          278.285            272.849            272.849              4.47774E-06      353.258E-03        996.747E-03         43.359E-06          1.E-03            25.                 1.49043E-03      -25.7252            25.4102           182.327E-06  
                7.65356          280.42               5.18662           23.0601E-03         5.31682          -48.5989E-03         6.39695            5.21704            6.39898          280.518            274.711            274.711              6.05042E-06      354.473E-03        992.884E-03         58.5323E-06         1.E-03            25.                 1.52286E-03      -26.2151            25.9296           185.502E-06  
                7.73332          283.391              5.25092           21.8229E-03         5.39487          -52.4433E-03         7.20587            5.29426            7.20733          283.49             277.244            277.244              8.28942E-06      355.874E-03        988.587E-03         80.1072E-06         1.E-03            25.                 1.5553E-03       -26.657             26.5771           189.204E-06  
                7.81309          285.974              5.28423           28.8217E-03         5.44499          -54.2481E-03         7.86711            5.3443             7.8683           286.074            279.476            279.476             10.3604E-06       356.961E-03        985.062E-03        100.041E-06          1.E-03            25.                 1.58773E-03      -27.0623            27.491            192.57E-06   
                7.89285          289.022              5.32585           31.352E-03          5.45697          -60.9937E-03         8.68973            5.35584            8.69086          289.122            282.114            282.114             12.9321E-06       358.211E-03        980.447E-03        124.77E-06           1.E-03            25.                 1.62017E-03      -27.581             27.8646           196.44E-06   
                7.97261          292.89               5.41043           38.4249E-03         5.52419          -69.892E-03          9.71189            5.4212             9.71304          292.992            285.449            285.449             16.3831E-06       359.815E-03        975.131E-03        157.91E-06           1.E-03            25.                 1.6526E-03       -28.2903            28.2421           201.864E-06  
                8.05238          296.95               5.50867           43.666E-03          5.64591          -70.8563E-03        10.5766             5.54076           10.5777           297.054            289.028            289.028             20.3466E-06       361.179E-03        971.175E-03        195.92E-06           1.E-03            25.                 1.68504E-03      -29.0637            28.6911           207.729E-06  
                8.13214          299.438              5.55628           45.8646E-03         5.677            -78.9772E-03        11.0277             5.57077           11.0289           299.543            291.282            291.282             22.9876E-06       361.784E-03        969.006E-03        221.223E-06          1.E-03            25.                 1.71747E-03      -29.4757            29.1102           211.385E-06  
                8.2119           301.58               5.58228           51.5795E-03         5.6739           -86.0103E-03        11.4148             5.56733           11.4161           301.686            293.238            293.238             25.3729E-06       362.242E-03        967.009E-03        244.066E-06          1.E-03            25.                 1.74991E-03      -29.8924            30.0178           214.806E-06  
                8.29167          304.033              5.62731           47.0417E-03         5.74305          -91.9599E-03        11.7343             5.63551           11.7357           304.139            295.5              295.5               28.2444E-06       362.673E-03        965.854E-03        271.552E-06          1.E-03            25.                 1.78234E-03      -30.3954            30.7547           218.504E-06  
